fid,ZONENUMMER,STGB,STGB_L,NIS_GEM,NIS_GEM_L,VREGIO,VREGIO_L,leuven_statsec_fid,leuven_statsec_UIDN,leuven_statsec_OIDN,leuven_statsec_CODSEC,leuven_statsec_SEC,leuven_statsec_SECNAAM,leuven_statsec_LENGTE,leuven_statsec_OPPERVL,leuven_statsec_STDEEL
"1754","1754","1",STUDIEGEBIED,"24043",24043 HOLSBEEK,"7",LEUVEN,,,,,,,,,
"1755","1755","1",STUDIEGEBIED,"24043",24043 HOLSBEEK,"7",LEUVEN,,,,,,,,,
"1756","1756","1",STUDIEGEBIED,"24043",24043 HOLSBEEK,"7",LEUVEN,,,,,,,,,
"1757","1757","1",STUDIEGEBIED,"24043",24043 HOLSBEEK,"7",LEUVEN,,,,,,,,,
"1758","1758","1",STUDIEGEBIED,"24043",24043 HOLSBEEK,"7",LEUVEN,,,,,,,,,
"1759","1759","1",STUDIEGEBIED,"24043",24043 HOLSBEEK,"7",LEUVEN,,,,,,,,,
"1760","1760","1",STUDIEGEBIED,"24043",24043 HOLSBEEK,"7",LEUVEN,,,,,,,,,
"1761","1761","1",STUDIEGEBIED,"24043",24043 HOLSBEEK,"7",LEUVEN,,,,,,,,,
"1762","1762","1",STUDIEGEBIED,"24043",24043 HOLSBEEK,"7",LEUVEN,,,,,,,,,
"1763","1763","1",STUDIEGEBIED,"24043",24043 HOLSBEEK,"7",LEUVEN,,,,,,,,,
"1764","1764","1",STUDIEGEBIED,"24045",24045 HULDENBERG,"7",LEUVEN,,,,,,,,,
"1765","1765","1",STUDIEGEBIED,"24045",24045 HULDENBERG,"7",LEUVEN,,,,,,,,,
"1766","1766","1",STUDIEGEBIED,"24045",24045 HULDENBERG,"7",LEUVEN,,,,,,,,,
"1767","1767","1",STUDIEGEBIED,"24045",24045 HULDENBERG,"7",LEUVEN,,,,,,,,,
"1768","1768","1",STUDIEGEBIED,"24045",24045 HULDENBERG,"7",LEUVEN,,,,,,,,,
"1769","1769","1",STUDIEGEBIED,"24045",24045 HULDENBERG,"7",LEUVEN,,,,,,,,,
"1770","1770","1",STUDIEGEBIED,"24045",24045 HULDENBERG,"7",LEUVEN,,,,,,,,,
"1771","1771","1",STUDIEGEBIED,"24045",24045 HULDENBERG,"7",LEUVEN,,,,,,,,,
"1772","1772","1",STUDIEGEBIED,"24045",24045 HULDENBERG,"7",LEUVEN,,,,,,,,,
"1773","1773","1",STUDIEGEBIED,"24045",24045 HULDENBERG,"7",LEUVEN,,,,,,,,,
"1774","1774","1",STUDIEGEBIED,"24045",24045 HULDENBERG,"7",LEUVEN,,,,,,,,,
"1775","1775","1",STUDIEGEBIED,"24045",24045 HULDENBERG,"7",LEUVEN,,,,,,,,,
"1776","1776","1",STUDIEGEBIED,"24045",24045 HULDENBERG,"7",LEUVEN,,,,,,,,,
"1777","1777","1",STUDIEGEBIED,"24045",24045 HULDENBERG,"7",LEUVEN,,,,,,,,,
"1778","1778","1",STUDIEGEBIED,"24045",24045 HULDENBERG,"7",LEUVEN,,,,,,,,,
"1779","1779","1",STUDIEGEBIED,"24045",24045 HULDENBERG,"7",LEUVEN,,,,,,,,,
"1780","1780","1",STUDIEGEBIED,"24045",24045 HULDENBERG,"7",LEUVEN,,,,,,,,,
"1781","1781","1",STUDIEGEBIED,"24045",24045 HULDENBERG,"7",LEUVEN,,,,,,,,,
"1782","1782","1",STUDIEGEBIED,"24048",24048 KEERBERGEN,"7",LEUVEN,,,,,,,,,
"1783","1783","1",STUDIEGEBIED,"24048",24048 KEERBERGEN,"7",LEUVEN,,,,,,,,,
"1784","1784","1",STUDIEGEBIED,"24048",24048 KEERBERGEN,"7",LEUVEN,,,,,,,,,
"1785","1785","1",STUDIEGEBIED,"24048",24048 KEERBERGEN,"7",LEUVEN,,,,,,,,,
"1786","1786","1",STUDIEGEBIED,"24048",24048 KEERBERGEN,"7",LEUVEN,,,,,,,,,
"1787","1787","1",STUDIEGEBIED,"24048",24048 KEERBERGEN,"7",LEUVEN,,,,,,,,,
"1788","1788","1",STUDIEGEBIED,"24048",24048 KEERBERGEN,"7",LEUVEN,,,,,,,,,
"1789","1789","1",STUDIEGEBIED,"24048",24048 KEERBERGEN,"7",LEUVEN,,,,,,,,,
"1790","1790","1",STUDIEGEBIED,"24048",24048 KEERBERGEN,"7",LEUVEN,,,,,,,,,
"1791","1791","1",STUDIEGEBIED,"24048",24048 KEERBERGEN,"7",LEUVEN,,,,,,,,,
"1792","1792","1",STUDIEGEBIED,"24054",24054 KORTENAKEN,"7",LEUVEN,,,,,,,,,
"1793","1793","1",STUDIEGEBIED,"24054",24054 KORTENAKEN,"7",LEUVEN,,,,,,,,,
"1794","1794","1",STUDIEGEBIED,"24054",24054 KORTENAKEN,"7",LEUVEN,,,,,,,,,
"1795","1795","1",STUDIEGEBIED,"24054",24054 KORTENAKEN,"7",LEUVEN,,,,,,,,,
"1796","1796","1",STUDIEGEBIED,"24054",24054 KORTENAKEN,"7",LEUVEN,,,,,,,,,
"1797","1797","1",STUDIEGEBIED,"24054",24054 KORTENAKEN,"7",LEUVEN,,,,,,,,,
"1798","1798","1",STUDIEGEBIED,"24054",24054 KORTENAKEN,"7",LEUVEN,,,,,,,,,
"1799","1799","1",STUDIEGEBIED,"24054",24054 KORTENAKEN,"7",LEUVEN,,,,,,,,,
"1800","1800","1",STUDIEGEBIED,"24054",24054 KORTENAKEN,"7",LEUVEN,,,,,,,,,
"1801","1801","1",STUDIEGEBIED,"24054",24054 KORTENAKEN,"7",LEUVEN,,,,,,,,,
"1802","1802","1",STUDIEGEBIED,"24054",24054 KORTENAKEN,"7",LEUVEN,,,,,,,,,
"1803","1803","1",STUDIEGEBIED,"24054",24054 KORTENAKEN,"7",LEUVEN,,,,,,,,,
"1804","1804","1",STUDIEGEBIED,"24054",24054 KORTENAKEN,"7",LEUVEN,,,,,,,,,
"1805","1805","1",STUDIEGEBIED,"24055",24055 KORTENBERG,"7",LEUVEN,,,,,,,,,
"1806","1806","1",STUDIEGEBIED,"24055",24055 KORTENBERG,"7",LEUVEN,,,,,,,,,
"1807","1807","1",STUDIEGEBIED,"24055",24055 KORTENBERG,"7",LEUVEN,,,,,,,,,
"1808","1808","1",STUDIEGEBIED,"24055",24055 KORTENBERG,"7",LEUVEN,,,,,,,,,
"1809","1809","1",STUDIEGEBIED,"24055",24055 KORTENBERG,"7",LEUVEN,,,,,,,,,
"1810","1810","1",STUDIEGEBIED,"24055",24055 KORTENBERG,"7",LEUVEN,,,,,,,,,
"1811","1811","1",STUDIEGEBIED,"24055",24055 KORTENBERG,"7",LEUVEN,,,,,,,,,
"1812","1812","1",STUDIEGEBIED,"24055",24055 KORTENBERG,"7",LEUVEN,,,,,,,,,
"1813","1813","1",STUDIEGEBIED,"24055",24055 KORTENBERG,"7",LEUVEN,,,,,,,,,
"1814","1814","1",STUDIEGEBIED,"24055",24055 KORTENBERG,"7",LEUVEN,,,,,,,,,
"1815","1815","1",STUDIEGEBIED,"24055",24055 KORTENBERG,"7",LEUVEN,,,,,,,,,
"1816","1816","1",STUDIEGEBIED,"24055",24055 KORTENBERG,"7",LEUVEN,,,,,,,,,
"1817","1817","1",STUDIEGEBIED,"24055",24055 KORTENBERG,"7",LEUVEN,,,,,,,,,
"1818","1818","1",STUDIEGEBIED,"24055",24055 KORTENBERG,"7",LEUVEN,,,,,,,,,
"1819","1819","1",STUDIEGEBIED,"24055",24055 KORTENBERG,"7",LEUVEN,,,,,,,,,
"1820","1820","1",STUDIEGEBIED,"24055",24055 KORTENBERG,"7",LEUVEN,,,,,,,,,
"1821","1821","1",STUDIEGEBIED,"24055",24055 KORTENBERG,"7",LEUVEN,,,,,,,,,
"1822","1822","1",STUDIEGEBIED,"24055",24055 KORTENBERG,"7",LEUVEN,,,,,,,,,
"1823","1823","1",STUDIEGEBIED,"24055",24055 KORTENBERG,"7",LEUVEN,,,,,,,,,
"1824","1824","1",STUDIEGEBIED,"24055",24055 KORTENBERG,"7",LEUVEN,,,,,,,,,
"1825","1825","1",STUDIEGEBIED,"24055",24055 KORTENBERG,"7",LEUVEN,,,,,,,,,
"1826","1826","1",STUDIEGEBIED,"24055",24055 KORTENBERG,"7",LEUVEN,,,,,,,,,
"1827","1827","1",STUDIEGEBIED,"24055",24055 KORTENBERG,"7",LEUVEN,,,,,,,,,
"1828","1828","1",STUDIEGEBIED,"24055",24055 KORTENBERG,"7",LEUVEN,,,,,,,,,
"1829","1829","1",STUDIEGEBIED,"24055",24055 KORTENBERG,"7",LEUVEN,,,,,,,,,
"1830","1830","1",STUDIEGEBIED,"24055",24055 KORTENBERG,"7",LEUVEN,,,,,,,,,
"1831","1831","1",STUDIEGEBIED,"24055",24055 KORTENBERG,"7",LEUVEN,,,,,,,,,
"1832","1832","1",STUDIEGEBIED,"24055",24055 KORTENBERG,"7",LEUVEN,,,,,,,,,
"1833","1833","1",STUDIEGEBIED,"24059",24059 LANDEN,"7",LEUVEN,,,,,,,,,
"1834","1834","1",STUDIEGEBIED,"24059",24059 LANDEN,"7",LEUVEN,,,,,,,,,
"1835","1835","1",STUDIEGEBIED,"24059",24059 LANDEN,"7",LEUVEN,,,,,,,,,
"1836","1836","1",STUDIEGEBIED,"24059",24059 LANDEN,"7",LEUVEN,,,,,,,,,
"1837","1837","1",STUDIEGEBIED,"24059",24059 LANDEN,"7",LEUVEN,,,,,,,,,
"1838","1838","1",STUDIEGEBIED,"24059",24059 LANDEN,"7",LEUVEN,,,,,,,,,
"1839","1839","1",STUDIEGEBIED,"24059",24059 LANDEN,"7",LEUVEN,,,,,,,,,
"1840","1840","1",STUDIEGEBIED,"24059",24059 LANDEN,"7",LEUVEN,,,,,,,,,
"1841","1841","1",STUDIEGEBIED,"24059",24059 LANDEN,"7",LEUVEN,,,,,,,,,
"1842","1842","1",STUDIEGEBIED,"24059",24059 LANDEN,"7",LEUVEN,,,,,,,,,
"1843","1843","1",STUDIEGEBIED,"24059",24059 LANDEN,"7",LEUVEN,,,,,,,,,
"1844","1844","1",STUDIEGEBIED,"24059",24059 LANDEN,"7",LEUVEN,,,,,,,,,
"1845","1845","1",STUDIEGEBIED,"24059",24059 LANDEN,"7",LEUVEN,,,,,,,,,
"1846","1846","1",STUDIEGEBIED,"24059",24059 LANDEN,"7",LEUVEN,,,,,,,,,
"1847","1847","1",STUDIEGEBIED,"24059",24059 LANDEN,"7",LEUVEN,,,,,,,,,
"1848","1848","1",STUDIEGEBIED,"24059",24059 LANDEN,"7",LEUVEN,,,,,,,,,
"1849","1849","1",STUDIEGEBIED,"24059",24059 LANDEN,"7",LEUVEN,,,,,,,,,
"1850","1850","1",STUDIEGEBIED,"24059",24059 LANDEN,"7",LEUVEN,,,,,,,,,
"1851","1851","1",STUDIEGEBIED,"24059",24059 LANDEN,"7",LEUVEN,,,,,,,,,
"1852","1852","1",STUDIEGEBIED,"24059",24059 LANDEN,"7",LEUVEN,,,,,,,,,
"1853","1853","1",STUDIEGEBIED,"24059",24059 LANDEN,"7",LEUVEN,,,,,,,,,
"1854","1854","1",STUDIEGEBIED,"24059",24059 LANDEN,"7",LEUVEN,,,,,,,,,
"1855","1855","1",STUDIEGEBIED,"24059",24059 LANDEN,"7",LEUVEN,,,,,,,,,
"1856","1856","1",STUDIEGEBIED,"24059",24059 LANDEN,"7",LEUVEN,,,,,,,,,
"1857","1857","1",STUDIEGEBIED,"24059",24059 LANDEN,"7",LEUVEN,,,,,,,,,
"1858","1858","1",STUDIEGEBIED,"24059",24059 LANDEN,"7",LEUVEN,,,,,,,,,
"1859","1859","1",STUDIEGEBIED,"24062",24062 LEUVEN,"7",LEUVEN,"118","4066","4066",24062A43-,A43-,GROOT BEGIJNHOF,805.46,34863.19,LEUVEN ZUID
"1860","1860","1",STUDIEGEBIED,"24062",24062 LEUVEN,"7",LEUVEN,"118","4066","4066",24062A43-,A43-,GROOT BEGIJNHOF,805.46,34863.19,LEUVEN ZUID
"1861","1861","1",STUDIEGEBIED,"24062",24062 LEUVEN,"7",LEUVEN,"118","4066","4066",24062A43-,A43-,GROOT BEGIJNHOF,805.46,34863.19,LEUVEN ZUID
"1862","1862","1",STUDIEGEBIED,"24062",24062 LEUVEN,"7",LEUVEN,"118","4066","4066",24062A43-,A43-,GROOT BEGIJNHOF,805.46,34863.19,LEUVEN ZUID
"1863","1863","1",STUDIEGEBIED,"24062",24062 LEUVEN,"7",LEUVEN,"118","4066","4066",24062A43-,A43-,GROOT BEGIJNHOF,805.46,34863.19,LEUVEN ZUID
"1864","1864","1",STUDIEGEBIED,"24062",24062 LEUVEN,"7",LEUVEN,"118","4066","4066",24062A43-,A43-,GROOT BEGIJNHOF,805.46,34863.19,LEUVEN ZUID
"1865","1865","1",STUDIEGEBIED,"24062",24062 LEUVEN,"7",LEUVEN,"118","4066","4066",24062A43-,A43-,GROOT BEGIJNHOF,805.46,34863.19,LEUVEN ZUID
"1866","1866","1",STUDIEGEBIED,"24062",24062 LEUVEN,"7",LEUVEN,"118","4066","4066",24062A43-,A43-,GROOT BEGIJNHOF,805.46,34863.19,LEUVEN ZUID
"1867","1867","1",STUDIEGEBIED,"24062",24062 LEUVEN,"7",LEUVEN,"118","4066","4066",24062A43-,A43-,GROOT BEGIJNHOF,805.46,34863.19,LEUVEN ZUID
"1868","1868","1",STUDIEGEBIED,"24062",24062 LEUVEN,"7",LEUVEN,"118","4066","4066",24062A43-,A43-,GROOT BEGIJNHOF,805.46,34863.19,LEUVEN ZUID
"1869","1869","1",STUDIEGEBIED,"24062",24062 LEUVEN,"7",LEUVEN,"118","4066","4066",24062A43-,A43-,GROOT BEGIJNHOF,805.46,34863.19,LEUVEN ZUID
"1870","1870","1",STUDIEGEBIED,"24062",24062 LEUVEN,"7",LEUVEN,"118","4066","4066",24062A43-,A43-,GROOT BEGIJNHOF,805.46,34863.19,LEUVEN ZUID
"1871","1871","1",STUDIEGEBIED,"24062",24062 LEUVEN,"7",LEUVEN,"118","4066","4066",24062A43-,A43-,GROOT BEGIJNHOF,805.46,34863.19,LEUVEN ZUID
"1872","1872","1",STUDIEGEBIED,"24062",24062 LEUVEN,"7",LEUVEN,"118","4066","4066",24062A43-,A43-,GROOT BEGIJNHOF,805.46,34863.19,LEUVEN ZUID
"1873","1873","1",STUDIEGEBIED,"24062",24062 LEUVEN,"7",LEUVEN,"118","4066","4066",24062A43-,A43-,GROOT BEGIJNHOF,805.46,34863.19,LEUVEN ZUID
"1874","1874","1",STUDIEGEBIED,"24062",24062 LEUVEN,"7",LEUVEN,"118","4066","4066",24062A43-,A43-,GROOT BEGIJNHOF,805.46,34863.19,LEUVEN ZUID
"1875","1875","1",STUDIEGEBIED,"24062",24062 LEUVEN,"7",LEUVEN,"118","4066","4066",24062A43-,A43-,GROOT BEGIJNHOF,805.46,34863.19,LEUVEN ZUID
"1876","1876","1",STUDIEGEBIED,"24062",24062 LEUVEN,"7",LEUVEN,"118","4066","4066",24062A43-,A43-,GROOT BEGIJNHOF,805.46,34863.19,LEUVEN ZUID
"1877","1877","1",STUDIEGEBIED,"24062",24062 LEUVEN,"7",LEUVEN,"118","4066","4066",24062A43-,A43-,GROOT BEGIJNHOF,805.46,34863.19,LEUVEN ZUID
"1878","1878","1",STUDIEGEBIED,"24062",24062 LEUVEN,"7",LEUVEN,"118","4066","4066",24062A43-,A43-,GROOT BEGIJNHOF,805.46,34863.19,LEUVEN ZUID
"1879","1879","1",STUDIEGEBIED,"24062",24062 LEUVEN,"7",LEUVEN,"118","4066","4066",24062A43-,A43-,GROOT BEGIJNHOF,805.46,34863.19,LEUVEN ZUID
"1880","1880","1",STUDIEGEBIED,"24062",24062 LEUVEN,"7",LEUVEN,"118","4066","4066",24062A43-,A43-,GROOT BEGIJNHOF,805.46,34863.19,LEUVEN ZUID
"1881","1881","1",STUDIEGEBIED,"24062",24062 LEUVEN,"7",LEUVEN,"118","4066","4066",24062A43-,A43-,GROOT BEGIJNHOF,805.46,34863.19,LEUVEN ZUID
"1882","1882","1",STUDIEGEBIED,"24062",24062 LEUVEN,"7",LEUVEN,"118","4066","4066",24062A43-,A43-,GROOT BEGIJNHOF,805.46,34863.19,LEUVEN ZUID
"1883","1883","1",STUDIEGEBIED,"24062",24062 LEUVEN,"7",LEUVEN,"118","4066","4066",24062A43-,A43-,GROOT BEGIJNHOF,805.46,34863.19,LEUVEN ZUID
"1884","1884","1",STUDIEGEBIED,"24062",24062 LEUVEN,"7",LEUVEN,"118","4066","4066",24062A43-,A43-,GROOT BEGIJNHOF,805.46,34863.19,LEUVEN ZUID
"1885","1885","1",STUDIEGEBIED,"24062",24062 LEUVEN,"7",LEUVEN,"118","4066","4066",24062A43-,A43-,GROOT BEGIJNHOF,805.46,34863.19,LEUVEN ZUID
"1886","1886","1",STUDIEGEBIED,"24062",24062 LEUVEN,"7",LEUVEN,"118","4066","4066",24062A43-,A43-,GROOT BEGIJNHOF,805.46,34863.19,LEUVEN ZUID
"1887","1887","1",STUDIEGEBIED,"24062",24062 LEUVEN,"7",LEUVEN,"118","4066","4066",24062A43-,A43-,GROOT BEGIJNHOF,805.46,34863.19,LEUVEN ZUID
"1888","1888","1",STUDIEGEBIED,"24062",24062 LEUVEN,"7",LEUVEN,"118","4066","4066",24062A43-,A43-,GROOT BEGIJNHOF,805.46,34863.19,LEUVEN ZUID
"1889","1889","1",STUDIEGEBIED,"24062",24062 LEUVEN,"7",LEUVEN,"118","4066","4066",24062A43-,A43-,GROOT BEGIJNHOF,805.46,34863.19,LEUVEN ZUID
"1890","1890","1",STUDIEGEBIED,"24062",24062 LEUVEN,"7",LEUVEN,"118","4066","4066",24062A43-,A43-,GROOT BEGIJNHOF,805.46,34863.19,LEUVEN ZUID
"1891","1891","1",STUDIEGEBIED,"24062",24062 LEUVEN,"7",LEUVEN,"118","4066","4066",24062A43-,A43-,GROOT BEGIJNHOF,805.46,34863.19,LEUVEN ZUID
"1892","1892","1",STUDIEGEBIED,"24062",24062 LEUVEN,"7",LEUVEN,"118","4066","4066",24062A43-,A43-,GROOT BEGIJNHOF,805.46,34863.19,LEUVEN ZUID
"1893","1893","1",STUDIEGEBIED,"24062",24062 LEUVEN,"7",LEUVEN,"118","4066","4066",24062A43-,A43-,GROOT BEGIJNHOF,805.46,34863.19,LEUVEN ZUID
"1894","1894","1",STUDIEGEBIED,"24062",24062 LEUVEN,"7",LEUVEN,"118","4066","4066",24062A43-,A43-,GROOT BEGIJNHOF,805.46,34863.19,LEUVEN ZUID
"1895","1895","1",STUDIEGEBIED,"24062",24062 LEUVEN,"7",LEUVEN,"118","4066","4066",24062A43-,A43-,GROOT BEGIJNHOF,805.46,34863.19,LEUVEN ZUID
"1896","1896","1",STUDIEGEBIED,"24062",24062 LEUVEN,"7",LEUVEN,"118","4066","4066",24062A43-,A43-,GROOT BEGIJNHOF,805.46,34863.19,LEUVEN ZUID
"1897","1897","1",STUDIEGEBIED,"24062",24062 LEUVEN,"7",LEUVEN,"118","4066","4066",24062A43-,A43-,GROOT BEGIJNHOF,805.46,34863.19,LEUVEN ZUID
"1898","1898","1",STUDIEGEBIED,"24062",24062 LEUVEN,"7",LEUVEN,"118","4066","4066",24062A43-,A43-,GROOT BEGIJNHOF,805.46,34863.19,LEUVEN ZUID
"1899","1899","1",STUDIEGEBIED,"24062",24062 LEUVEN,"7",LEUVEN,"118","4066","4066",24062A43-,A43-,GROOT BEGIJNHOF,805.46,34863.19,LEUVEN ZUID
"1900","1900","1",STUDIEGEBIED,"24062",24062 LEUVEN,"7",LEUVEN,"118","4066","4066",24062A43-,A43-,GROOT BEGIJNHOF,805.46,34863.19,LEUVEN ZUID
"1901","1901","1",STUDIEGEBIED,"24062",24062 LEUVEN,"7",LEUVEN,"118","4066","4066",24062A43-,A43-,GROOT BEGIJNHOF,805.46,34863.19,LEUVEN ZUID
"1902","1902","1",STUDIEGEBIED,"24062",24062 LEUVEN,"7",LEUVEN,"118","4066","4066",24062A43-,A43-,GROOT BEGIJNHOF,805.46,34863.19,LEUVEN ZUID
"1903","1903","1",STUDIEGEBIED,"24062",24062 LEUVEN,"7",LEUVEN,"118","4066","4066",24062A43-,A43-,GROOT BEGIJNHOF,805.46,34863.19,LEUVEN ZUID
"1904","1904","1",STUDIEGEBIED,"24062",24062 LEUVEN,"7",LEUVEN,"118","4066","4066",24062A43-,A43-,GROOT BEGIJNHOF,805.46,34863.19,LEUVEN ZUID
"1905","1905","1",STUDIEGEBIED,"24062",24062 LEUVEN,"7",LEUVEN,"118","4066","4066",24062A43-,A43-,GROOT BEGIJNHOF,805.46,34863.19,LEUVEN ZUID
"1906","1906","1",STUDIEGEBIED,"24062",24062 LEUVEN,"7",LEUVEN,"118","4066","4066",24062A43-,A43-,GROOT BEGIJNHOF,805.46,34863.19,LEUVEN ZUID
"1907","1907","1",STUDIEGEBIED,"24062",24062 LEUVEN,"7",LEUVEN,"118","4066","4066",24062A43-,A43-,GROOT BEGIJNHOF,805.46,34863.19,LEUVEN ZUID
"1908","1908","1",STUDIEGEBIED,"24062",24062 LEUVEN,"7",LEUVEN,"118","4066","4066",24062A43-,A43-,GROOT BEGIJNHOF,805.46,34863.19,LEUVEN ZUID
"1909","1909","1",STUDIEGEBIED,"24062",24062 LEUVEN,"7",LEUVEN,"118","4066","4066",24062A43-,A43-,GROOT BEGIJNHOF,805.46,34863.19,LEUVEN ZUID
"1910","1910","1",STUDIEGEBIED,"24062",24062 LEUVEN,"7",LEUVEN,"118","4066","4066",24062A43-,A43-,GROOT BEGIJNHOF,805.46,34863.19,LEUVEN ZUID
"1911","1911","1",STUDIEGEBIED,"24062",24062 LEUVEN,"7",LEUVEN,"118","4066","4066",24062A43-,A43-,GROOT BEGIJNHOF,805.46,34863.19,LEUVEN ZUID
"1912","1912","1",STUDIEGEBIED,"24062",24062 LEUVEN,"7",LEUVEN,"118","4066","4066",24062A43-,A43-,GROOT BEGIJNHOF,805.46,34863.19,LEUVEN ZUID
"1913","1913","1",STUDIEGEBIED,"24062",24062 LEUVEN,"7",LEUVEN,"118","4066","4066",24062A43-,A43-,GROOT BEGIJNHOF,805.46,34863.19,LEUVEN ZUID
"1914","1914","1",STUDIEGEBIED,"24062",24062 LEUVEN,"7",LEUVEN,"118","4066","4066",24062A43-,A43-,GROOT BEGIJNHOF,805.46,34863.19,LEUVEN ZUID
"1915","1915","1",STUDIEGEBIED,"24062",24062 LEUVEN,"7",LEUVEN,"118","4066","4066",24062A43-,A43-,GROOT BEGIJNHOF,805.46,34863.19,LEUVEN ZUID
"1916","1916","1",STUDIEGEBIED,"24062",24062 LEUVEN,"7",LEUVEN,"118","4066","4066",24062A43-,A43-,GROOT BEGIJNHOF,805.46,34863.19,LEUVEN ZUID
"1917","1917","1",STUDIEGEBIED,"24062",24062 LEUVEN,"7",LEUVEN,"118","4066","4066",24062A43-,A43-,GROOT BEGIJNHOF,805.46,34863.19,LEUVEN ZUID
"1918","1918","1",STUDIEGEBIED,"24062",24062 LEUVEN,"7",LEUVEN,"118","4066","4066",24062A43-,A43-,GROOT BEGIJNHOF,805.46,34863.19,LEUVEN ZUID
"1919","1919","1",STUDIEGEBIED,"24062",24062 LEUVEN,"7",LEUVEN,"118","4066","4066",24062A43-,A43-,GROOT BEGIJNHOF,805.46,34863.19,LEUVEN ZUID
"1920","1920","1",STUDIEGEBIED,"24062",24062 LEUVEN,"7",LEUVEN,"118","4066","4066",24062A43-,A43-,GROOT BEGIJNHOF,805.46,34863.19,LEUVEN ZUID
"1921","1921","1",STUDIEGEBIED,"24062",24062 LEUVEN,"7",LEUVEN,"118","4066","4066",24062A43-,A43-,GROOT BEGIJNHOF,805.46,34863.19,LEUVEN ZUID
"1922","1922","1",STUDIEGEBIED,"24062",24062 LEUVEN,"7",LEUVEN,"118","4066","4066",24062A43-,A43-,GROOT BEGIJNHOF,805.46,34863.19,LEUVEN ZUID
"1923","1923","1",STUDIEGEBIED,"24062",24062 LEUVEN,"7",LEUVEN,"118","4066","4066",24062A43-,A43-,GROOT BEGIJNHOF,805.46,34863.19,LEUVEN ZUID
"1924","1924","1",STUDIEGEBIED,"24062",24062 LEUVEN,"7",LEUVEN,"118","4066","4066",24062A43-,A43-,GROOT BEGIJNHOF,805.46,34863.19,LEUVEN ZUID
"1925","1925","1",STUDIEGEBIED,"24062",24062 LEUVEN,"7",LEUVEN,"118","4066","4066",24062A43-,A43-,GROOT BEGIJNHOF,805.46,34863.19,LEUVEN ZUID
"1926","1926","1",STUDIEGEBIED,"24062",24062 LEUVEN,"7",LEUVEN,"118","4066","4066",24062A43-,A43-,GROOT BEGIJNHOF,805.46,34863.19,LEUVEN ZUID
"1927","1927","1",STUDIEGEBIED,"24062",24062 LEUVEN,"7",LEUVEN,"118","4066","4066",24062A43-,A43-,GROOT BEGIJNHOF,805.46,34863.19,LEUVEN ZUID
"1928","1928","1",STUDIEGEBIED,"24062",24062 LEUVEN,"7",LEUVEN,"118","4066","4066",24062A43-,A43-,GROOT BEGIJNHOF,805.46,34863.19,LEUVEN ZUID
"1929","1929","1",STUDIEGEBIED,"24062",24062 LEUVEN,"7",LEUVEN,"118","4066","4066",24062A43-,A43-,GROOT BEGIJNHOF,805.46,34863.19,LEUVEN ZUID
"1930","1930","1",STUDIEGEBIED,"24062",24062 LEUVEN,"7",LEUVEN,"118","4066","4066",24062A43-,A43-,GROOT BEGIJNHOF,805.46,34863.19,LEUVEN ZUID
"1931","1931","1",STUDIEGEBIED,"24062",24062 LEUVEN,"7",LEUVEN,"118","4066","4066",24062A43-,A43-,GROOT BEGIJNHOF,805.46,34863.19,LEUVEN ZUID
"1932","1932","1",STUDIEGEBIED,"24062",24062 LEUVEN,"7",LEUVEN,"118","4066","4066",24062A43-,A43-,GROOT BEGIJNHOF,805.46,34863.19,LEUVEN ZUID
"1933","1933","1",STUDIEGEBIED,"24062",24062 LEUVEN,"7",LEUVEN,"118","4066","4066",24062A43-,A43-,GROOT BEGIJNHOF,805.46,34863.19,LEUVEN ZUID
"1934","1934","1",STUDIEGEBIED,"24062",24062 LEUVEN,"7",LEUVEN,"118","4066","4066",24062A43-,A43-,GROOT BEGIJNHOF,805.46,34863.19,LEUVEN ZUID
"1935","1935","1",STUDIEGEBIED,"24062",24062 LEUVEN,"7",LEUVEN,"118","4066","4066",24062A43-,A43-,GROOT BEGIJNHOF,805.46,34863.19,LEUVEN ZUID
"1936","1936","1",STUDIEGEBIED,"24062",24062 LEUVEN,"7",LEUVEN,"118","4066","4066",24062A43-,A43-,GROOT BEGIJNHOF,805.46,34863.19,LEUVEN ZUID
"1937","1937","1",STUDIEGEBIED,"24062",24062 LEUVEN,"7",LEUVEN,"118","4066","4066",24062A43-,A43-,GROOT BEGIJNHOF,805.46,34863.19,LEUVEN ZUID
"1938","1938","1",STUDIEGEBIED,"24062",24062 LEUVEN,"7",LEUVEN,"118","4066","4066",24062A43-,A43-,GROOT BEGIJNHOF,805.46,34863.19,LEUVEN ZUID
"1939","1939","1",STUDIEGEBIED,"24062",24062 LEUVEN,"7",LEUVEN,"118","4066","4066",24062A43-,A43-,GROOT BEGIJNHOF,805.46,34863.19,LEUVEN ZUID
"1940","1940","1",STUDIEGEBIED,"24062",24062 LEUVEN,"7",LEUVEN,"118","4066","4066",24062A43-,A43-,GROOT BEGIJNHOF,805.46,34863.19,LEUVEN ZUID
"1941","1941","1",STUDIEGEBIED,"24062",24062 LEUVEN,"7",LEUVEN,"118","4066","4066",24062A43-,A43-,GROOT BEGIJNHOF,805.46,34863.19,LEUVEN ZUID
"1942","1942","1",STUDIEGEBIED,"24062",24062 LEUVEN,"7",LEUVEN,"118","4066","4066",24062A43-,A43-,GROOT BEGIJNHOF,805.46,34863.19,LEUVEN ZUID
