fid,ZONENUMMER,STGB,STGB_L,NIS_GEM,NIS_GEM_L,VREGIO,VREGIO_L,leuven_statsec_fid,leuven_statsec_UIDN,leuven_statsec_OIDN,leuven_statsec_CODSEC,leuven_statsec_SEC,leuven_statsec_SECNAAM,leuven_statsec_LENGTE,leuven_statsec_OPPERVL,leuven_statsec_STDEEL
"1503","1503","2",INVLOEDSGEBIED,"23101",23101 SINT-GENESIUS-RODE,"13",VLAAMSE RAND,,,,,,,,,
"1504","1504","2",INVLOEDSGEBIED,"23101",23101 SINT-GENESIUS-RODE,"13",VLAAMSE RAND,,,,,,,,,
"1505","1505","2",INVLOEDSGEBIED,"23101",23101 SINT-GENESIUS-RODE,"13",VLAAMSE RAND,,,,,,,,,
"1506","1506","2",INVLOEDSGEBIED,"23101",23101 SINT-GENESIUS-RODE,"13",VLAAMSE RAND,,,,,,,,,
"1507","1507","3",BUITENGEBIED_1,"23102",23102 WEMMEL,"13",VLAAMSE RAND,,,,,,,,,
"1508","1508","2",INVLOEDSGEBIED,"23102",23102 WEMMEL,"13",VLAAMSE RAND,,,,,,,,,
"1509","1509","2",INVLOEDSGEBIED,"23103",23103 WEZEMBEEK-OPPEM,"13",VLAAMSE RAND,,,,,,,,,
"1510","1510","2",INVLOEDSGEBIED,"23103",23103 WEZEMBEEK-OPPEM,"13",VLAAMSE RAND,,,,,,,,,
"1511","1511","2",INVLOEDSGEBIED,"23103",23103 WEZEMBEEK-OPPEM,"13",VLAAMSE RAND,,,,,,,,,
"1512","1512","2",INVLOEDSGEBIED,"23103",23103 WEZEMBEEK-OPPEM,"13",VLAAMSE RAND,,,,,,,,,
"1513","1513","2",INVLOEDSGEBIED,"23103",23103 WEZEMBEEK-OPPEM,"13",VLAAMSE RAND,,,,,,,,,
"1514","1514","2",INVLOEDSGEBIED,"23103",23103 WEZEMBEEK-OPPEM,"13",VLAAMSE RAND,,,,,,,,,
"1515","1515","2",INVLOEDSGEBIED,"23103",23103 WEZEMBEEK-OPPEM,"13",VLAAMSE RAND,,,,,,,,,
"1516","1516","2",INVLOEDSGEBIED,"23103",23103 WEZEMBEEK-OPPEM,"13",VLAAMSE RAND,,,,,,,,,
"1517","1517","2",INVLOEDSGEBIED,"23103",23103 WEZEMBEEK-OPPEM,"13",VLAAMSE RAND,,,,,,,,,
"1518","1518","2",INVLOEDSGEBIED,"23103",23103 WEZEMBEEK-OPPEM,"13",VLAAMSE RAND,,,,,,,,,
"1519","1519","2",INVLOEDSGEBIED,"23103",23103 WEZEMBEEK-OPPEM,"13",VLAAMSE RAND,,,,,,,,,
"1520","1520","2",INVLOEDSGEBIED,"23103",23103 WEZEMBEEK-OPPEM,"13",VLAAMSE RAND,,,,,,,,,
"1521","1521","2",INVLOEDSGEBIED,"23103",23103 WEZEMBEEK-OPPEM,"13",VLAAMSE RAND,,,,,,,,,
"1522","1522","2",INVLOEDSGEBIED,"23103",23103 WEZEMBEEK-OPPEM,"13",VLAAMSE RAND,,,,,,,,,
"1523","1523","3",BUITENGEBIED_1,"23104",23104 LENNIK,"13",VLAAMSE RAND,,,,,,,,,
"1524","1524","3",BUITENGEBIED_1,"23104",23104 LENNIK,"13",VLAAMSE RAND,,,,,,,,,
"1525","1525","3",BUITENGEBIED_1,"23104",23104 LENNIK,"13",VLAAMSE RAND,,,,,,,,,
"1526","1526","4",BUITENGEBIED_2,"23105",23105 AFFLIGEM,"13",VLAAMSE RAND,,,,,,,,,
"1527","1527","1",STUDIEGEBIED,"24001",24001 AARSCHOT,"7",LEUVEN,,,,,,,,,
"1528","1528","1",STUDIEGEBIED,"24001",24001 AARSCHOT,"7",LEUVEN,,,,,,,,,
"1529","1529","1",STUDIEGEBIED,"24001",24001 AARSCHOT,"7",LEUVEN,,,,,,,,,
"1530","1530","1",STUDIEGEBIED,"24001",24001 AARSCHOT,"7",LEUVEN,,,,,,,,,
"1531","1531","1",STUDIEGEBIED,"24001",24001 AARSCHOT,"7",LEUVEN,,,,,,,,,
"1532","1532","1",STUDIEGEBIED,"24001",24001 AARSCHOT,"7",LEUVEN,,,,,,,,,
"1533","1533","1",STUDIEGEBIED,"24001",24001 AARSCHOT,"7",LEUVEN,,,,,,,,,
"1534","1534","1",STUDIEGEBIED,"24001",24001 AARSCHOT,"7",LEUVEN,,,,,,,,,
"1535","1535","1",STUDIEGEBIED,"24001",24001 AARSCHOT,"7",LEUVEN,,,,,,,,,
"1536","1536","1",STUDIEGEBIED,"24001",24001 AARSCHOT,"7",LEUVEN,,,,,,,,,
"1537","1537","1",STUDIEGEBIED,"24001",24001 AARSCHOT,"7",LEUVEN,,,,,,,,,
"1538","1538","1",STUDIEGEBIED,"24001",24001 AARSCHOT,"7",LEUVEN,,,,,,,,,
"1539","1539","1",STUDIEGEBIED,"24001",24001 AARSCHOT,"7",LEUVEN,,,,,,,,,
"1540","1540","1",STUDIEGEBIED,"24001",24001 AARSCHOT,"7",LEUVEN,,,,,,,,,
"1541","1541","1",STUDIEGEBIED,"24001",24001 AARSCHOT,"7",LEUVEN,,,,,,,,,
"1542","1542","1",STUDIEGEBIED,"24001",24001 AARSCHOT,"7",LEUVEN,,,,,,,,,
"1543","1543","1",STUDIEGEBIED,"24001",24001 AARSCHOT,"7",LEUVEN,,,,,,,,,
"1544","1544","1",STUDIEGEBIED,"24001",24001 AARSCHOT,"7",LEUVEN,,,,,,,,,
"1545","1545","1",STUDIEGEBIED,"24001",24001 AARSCHOT,"7",LEUVEN,,,,,,,,,
"1546","1546","1",STUDIEGEBIED,"24001",24001 AARSCHOT,"7",LEUVEN,,,,,,,,,
"1547","1547","1",STUDIEGEBIED,"24001",24001 AARSCHOT,"7",LEUVEN,,,,,,,,,
"1548","1548","1",STUDIEGEBIED,"24001",24001 AARSCHOT,"7",LEUVEN,,,,,,,,,
"1549","1549","1",STUDIEGEBIED,"24001",24001 AARSCHOT,"7",LEUVEN,,,,,,,,,
"1550","1550","1",STUDIEGEBIED,"24001",24001 AARSCHOT,"7",LEUVEN,,,,,,,,,
"1551","1551","1",STUDIEGEBIED,"24001",24001 AARSCHOT,"7",LEUVEN,,,,,,,,,
"1552","1552","1",STUDIEGEBIED,"24001",24001 AARSCHOT,"7",LEUVEN,,,,,,,,,
"1553","1553","1",STUDIEGEBIED,"24001",24001 AARSCHOT,"7",LEUVEN,,,,,,,,,
"1554","1554","1",STUDIEGEBIED,"24001",24001 AARSCHOT,"7",LEUVEN,,,,,,,,,
"1555","1555","1",STUDIEGEBIED,"24001",24001 AARSCHOT,"7",LEUVEN,,,,,,,,,
"1556","1556","1",STUDIEGEBIED,"24001",24001 AARSCHOT,"7",LEUVEN,,,,,,,,,
"1557","1557","1",STUDIEGEBIED,"24001",24001 AARSCHOT,"7",LEUVEN,,,,,,,,,
"1558","1558","1",STUDIEGEBIED,"24001",24001 AARSCHOT,"7",LEUVEN,,,,,,,,,
"1559","1559","1",STUDIEGEBIED,"24001",24001 AARSCHOT,"7",LEUVEN,,,,,,,,,
"1560","1560","1",STUDIEGEBIED,"24001",24001 AARSCHOT,"7",LEUVEN,,,,,,,,,
"1561","1561","1",STUDIEGEBIED,"24001",24001 AARSCHOT,"7",LEUVEN,,,,,,,,,
"1562","1562","1",STUDIEGEBIED,"24001",24001 AARSCHOT,"7",LEUVEN,,,,,,,,,
"1563","1563","1",STUDIEGEBIED,"24007",24007 BEGIJNENDIJK,"7",LEUVEN,,,,,,,,,
"1564","1564","1",STUDIEGEBIED,"24007",24007 BEGIJNENDIJK,"7",LEUVEN,,,,,,,,,
"1565","1565","1",STUDIEGEBIED,"24007",24007 BEGIJNENDIJK,"7",LEUVEN,,,,,,,,,
"1566","1566","1",STUDIEGEBIED,"24007",24007 BEGIJNENDIJK,"7",LEUVEN,,,,,,,,,
"1567","1567","1",STUDIEGEBIED,"24007",24007 BEGIJNENDIJK,"7",LEUVEN,,,,,,,,,
"1568","1568","1",STUDIEGEBIED,"24007",24007 BEGIJNENDIJK,"7",LEUVEN,,,,,,,,,
"1569","1569","1",STUDIEGEBIED,"24007",24007 BEGIJNENDIJK,"7",LEUVEN,,,,,,,,,
"1570","1570","1",STUDIEGEBIED,"24007",24007 BEGIJNENDIJK,"7",LEUVEN,,,,,,,,,
"1571","1571","1",STUDIEGEBIED,"24007",24007 BEGIJNENDIJK,"7",LEUVEN,,,,,,,,,
"1572","1572","1",STUDIEGEBIED,"24007",24007 BEGIJNENDIJK,"7",LEUVEN,,,,,,,,,
"1573","1573","1",STUDIEGEBIED,"24007",24007 BEGIJNENDIJK,"7",LEUVEN,,,,,,,,,
"1574","1574","1",STUDIEGEBIED,"24008",24008 BEKKEVOORT,"7",LEUVEN,,,,,,,,,
"1575","1575","1",STUDIEGEBIED,"24008",24008 BEKKEVOORT,"7",LEUVEN,,,,,,,,,
"1576","1576","1",STUDIEGEBIED,"24008",24008 BEKKEVOORT,"7",LEUVEN,,,,,,,,,
"1577","1577","1",STUDIEGEBIED,"24008",24008 BEKKEVOORT,"7",LEUVEN,,,,,,,,,
"1578","1578","1",STUDIEGEBIED,"24008",24008 BEKKEVOORT,"7",LEUVEN,,,,,,,,,
"1579","1579","1",STUDIEGEBIED,"24008",24008 BEKKEVOORT,"7",LEUVEN,,,,,,,,,
"1580","1580","1",STUDIEGEBIED,"24008",24008 BEKKEVOORT,"7",LEUVEN,,,,,,,,,
"1581","1581","1",STUDIEGEBIED,"24008",24008 BEKKEVOORT,"7",LEUVEN,,,,,,,,,
"1582","1582","1",STUDIEGEBIED,"24008",24008 BEKKEVOORT,"7",LEUVEN,,,,,,,,,
"1583","1583","1",STUDIEGEBIED,"24008",24008 BEKKEVOORT,"7",LEUVEN,,,,,,,,,
"1584","1584","1",STUDIEGEBIED,"24009",24009 BERTEM,"7",LEUVEN,,,,,,,,,
"1585","1585","1",STUDIEGEBIED,"24009",24009 BERTEM,"7",LEUVEN,,,,,,,,,
"1586","1586","1",STUDIEGEBIED,"24009",24009 BERTEM,"7",LEUVEN,,,,,,,,,
"1587","1587","1",STUDIEGEBIED,"24009",24009 BERTEM,"7",LEUVEN,,,,,,,,,
"1588","1588","1",STUDIEGEBIED,"24009",24009 BERTEM,"7",LEUVEN,,,,,,,,,
"1589","1589","1",STUDIEGEBIED,"24009",24009 BERTEM,"7",LEUVEN,,,,,,,,,
"1590","1590","1",STUDIEGEBIED,"24009",24009 BERTEM,"7",LEUVEN,,,,,,,,,
"1591","1591","1",STUDIEGEBIED,"24009",24009 BERTEM,"7",LEUVEN,,,,,,,,,
"1592","1592","1",STUDIEGEBIED,"24009",24009 BERTEM,"7",LEUVEN,,,,,,,,,
"1593","1593","1",STUDIEGEBIED,"24009",24009 BERTEM,"7",LEUVEN,,,,,,,,,
"1594","1594","1",STUDIEGEBIED,"24009",24009 BERTEM,"7",LEUVEN,,,,,,,,,
"1595","1595","1",STUDIEGEBIED,"24011",24011 BIERBEEK,"7",LEUVEN,,,,,,,,,
"1596","1596","1",STUDIEGEBIED,"24011",24011 BIERBEEK,"7",LEUVEN,,,,,,,,,
"1597","1597","1",STUDIEGEBIED,"24011",24011 BIERBEEK,"7",LEUVEN,,,,,,,,,
"1598","1598","1",STUDIEGEBIED,"24011",24011 BIERBEEK,"7",LEUVEN,,,,,,,,,
"1599","1599","1",STUDIEGEBIED,"24011",24011 BIERBEEK,"7",LEUVEN,,,,,,,,,
"1600","1600","1",STUDIEGEBIED,"24011",24011 BIERBEEK,"7",LEUVEN,,,,,,,,,
"1601","1601","1",STUDIEGEBIED,"24011",24011 BIERBEEK,"7",LEUVEN,,,,,,,,,
"1602","1602","1",STUDIEGEBIED,"24011",24011 BIERBEEK,"7",LEUVEN,,,,,,,,,
"1603","1603","1",STUDIEGEBIED,"24011",24011 BIERBEEK,"7",LEUVEN,,,,,,,,,
"1604","1604","1",STUDIEGEBIED,"24011",24011 BIERBEEK,"7",LEUVEN,,,,,,,,,
"1605","1605","1",STUDIEGEBIED,"24011",24011 BIERBEEK,"7",LEUVEN,,,,,,,,,
"1606","1606","1",STUDIEGEBIED,"24011",24011 BIERBEEK,"7",LEUVEN,,,,,,,,,
"1607","1607","1",STUDIEGEBIED,"24011",24011 BIERBEEK,"7",LEUVEN,,,,,,,,,
"1608","1608","1",STUDIEGEBIED,"24011",24011 BIERBEEK,"7",LEUVEN,,,,,,,,,
"1609","1609","1",STUDIEGEBIED,"24011",24011 BIERBEEK,"7",LEUVEN,,,,,,,,,
"1610","1610","1",STUDIEGEBIED,"24011",24011 BIERBEEK,"7",LEUVEN,,,,,,,,,
"1611","1611","1",STUDIEGEBIED,"24011",24011 BIERBEEK,"7",LEUVEN,,,,,,,,,
"1612","1612","1",STUDIEGEBIED,"24011",24011 BIERBEEK,"7",LEUVEN,,,,,,,,,
"1613","1613","1",STUDIEGEBIED,"24011",24011 BIERBEEK,"7",LEUVEN,,,,,,,,,
"1614","1614","1",STUDIEGEBIED,"24011",24011 BIERBEEK,"7",LEUVEN,,,,,,,,,
"1615","1615","2",INVLOEDSGEBIED,"24014",24014 BOORTMEERBEEK,"9",MECHELEN,,,,,,,,,
"1616","1616","2",INVLOEDSGEBIED,"24014",24014 BOORTMEERBEEK,"9",MECHELEN,,,,,,,,,
"1617","1617","2",INVLOEDSGEBIED,"24014",24014 BOORTMEERBEEK,"9",MECHELEN,,,,,,,,,
"1618","1618","2",INVLOEDSGEBIED,"24014",24014 BOORTMEERBEEK,"9",MECHELEN,,,,,,,,,
"1619","1619","2",INVLOEDSGEBIED,"24014",24014 BOORTMEERBEEK,"9",MECHELEN,,,,,,,,,
"1620","1620","2",INVLOEDSGEBIED,"24014",24014 BOORTMEERBEEK,"9",MECHELEN,,,,,,,,,
"1621","1621","2",INVLOEDSGEBIED,"24014",24014 BOORTMEERBEEK,"9",MECHELEN,,,,,,,,,
"1622","1622","2",INVLOEDSGEBIED,"24014",24014 BOORTMEERBEEK,"9",MECHELEN,,,,,,,,,
"1623","1623","2",INVLOEDSGEBIED,"24014",24014 BOORTMEERBEEK,"9",MECHELEN,,,,,,,,,
"1624","1624","2",INVLOEDSGEBIED,"24014",24014 BOORTMEERBEEK,"9",MECHELEN,,,,,,,,,
"1625","1625","2",INVLOEDSGEBIED,"24014",24014 BOORTMEERBEEK,"9",MECHELEN,,,,,,,,,
"1626","1626","2",INVLOEDSGEBIED,"24014",24014 BOORTMEERBEEK,"9",MECHELEN,,,,,,,,,
"1627","1627","2",INVLOEDSGEBIED,"24014",24014 BOORTMEERBEEK,"9",MECHELEN,,,,,,,,,
"1628","1628","2",INVLOEDSGEBIED,"24014",24014 BOORTMEERBEEK,"9",MECHELEN,,,,,,,,,
"1629","1629","2",INVLOEDSGEBIED,"24014",24014 BOORTMEERBEEK,"9",MECHELEN,,,,,,,,,
"1630","1630","2",INVLOEDSGEBIED,"24014",24014 BOORTMEERBEEK,"9",MECHELEN,,,,,,,,,
"1631","1631","2",INVLOEDSGEBIED,"24014",24014 BOORTMEERBEEK,"9",MECHELEN,,,,,,,,,
"1632","1632","2",INVLOEDSGEBIED,"24014",24014 BOORTMEERBEEK,"9",MECHELEN,,,,,,,,,
"1633","1633","2",INVLOEDSGEBIED,"24014",24014 BOORTMEERBEEK,"9",MECHELEN,,,,,,,,,
"1634","1634","1",STUDIEGEBIED,"24016",24016 BOUTERSEM,"7",LEUVEN,,,,,,,,,
"1635","1635","1",STUDIEGEBIED,"24016",24016 BOUTERSEM,"7",LEUVEN,,,,,,,,,
"1636","1636","1",STUDIEGEBIED,"24016",24016 BOUTERSEM,"7",LEUVEN,,,,,,,,,
"1637","1637","1",STUDIEGEBIED,"24016",24016 BOUTERSEM,"7",LEUVEN,,,,,,,,,
"1638","1638","1",STUDIEGEBIED,"24016",24016 BOUTERSEM,"7",LEUVEN,,,,,,,,,
"1639","1639","1",STUDIEGEBIED,"24016",24016 BOUTERSEM,"7",LEUVEN,,,,,,,,,
"1640","1640","1",STUDIEGEBIED,"24016",24016 BOUTERSEM,"7",LEUVEN,,,,,,,,,
"1641","1641","1",STUDIEGEBIED,"24016",24016 BOUTERSEM,"7",LEUVEN,,,,,,,,,
"1642","1642","1",STUDIEGEBIED,"24016",24016 BOUTERSEM,"7",LEUVEN,,,,,,,,,
"1643","1643","1",STUDIEGEBIED,"24016",24016 BOUTERSEM,"7",LEUVEN,,,,,,,,,
"1644","1644","1",STUDIEGEBIED,"24016",24016 BOUTERSEM,"7",LEUVEN,,,,,,,,,
"1645","1645","1",STUDIEGEBIED,"24016",24016 BOUTERSEM,"7",LEUVEN,,,,,,,,,
"1646","1646","1",STUDIEGEBIED,"24016",24016 BOUTERSEM,"7",LEUVEN,,,,,,,,,
"1647","1647","1",STUDIEGEBIED,"24016",24016 BOUTERSEM,"7",LEUVEN,,,,,,,,,
"1648","1648","1",STUDIEGEBIED,"24016",24016 BOUTERSEM,"7",LEUVEN,,,,,,,,,
"1649","1649","1",STUDIEGEBIED,"24020",24020 DIEST,"7",LEUVEN,,,,,,,,,
"1650","1650","1",STUDIEGEBIED,"24020",24020 DIEST,"7",LEUVEN,,,,,,,,,
"1651","1651","1",STUDIEGEBIED,"24020",24020 DIEST,"7",LEUVEN,,,,,,,,,
"1652","1652","1",STUDIEGEBIED,"24020",24020 DIEST,"7",LEUVEN,,,,,,,,,
"1653","1653","1",STUDIEGEBIED,"24020",24020 DIEST,"7",LEUVEN,,,,,,,,,
"1654","1654","1",STUDIEGEBIED,"24020",24020 DIEST,"7",LEUVEN,,,,,,,,,
"1655","1655","1",STUDIEGEBIED,"24020",24020 DIEST,"7",LEUVEN,,,,,,,,,
"1656","1656","1",STUDIEGEBIED,"24020",24020 DIEST,"7",LEUVEN,,,,,,,,,
"1657","1657","1",STUDIEGEBIED,"24020",24020 DIEST,"7",LEUVEN,,,,,,,,,
"1658","1658","1",STUDIEGEBIED,"24020",24020 DIEST,"7",LEUVEN,,,,,,,,,
"1659","1659","1",STUDIEGEBIED,"24020",24020 DIEST,"7",LEUVEN,,,,,,,,,
"1660","1660","1",STUDIEGEBIED,"24020",24020 DIEST,"7",LEUVEN,,,,,,,,,
"1661","1661","1",STUDIEGEBIED,"24020",24020 DIEST,"7",LEUVEN,,,,,,,,,
"1662","1662","1",STUDIEGEBIED,"24020",24020 DIEST,"7",LEUVEN,,,,,,,,,
"1663","1663","1",STUDIEGEBIED,"24020",24020 DIEST,"7",LEUVEN,,,,,,,,,
"1664","1664","1",STUDIEGEBIED,"24020",24020 DIEST,"7",LEUVEN,,,,,,,,,
"1665","1665","1",STUDIEGEBIED,"24020",24020 DIEST,"7",LEUVEN,,,,,,,,,
"1666","1666","1",STUDIEGEBIED,"24020",24020 DIEST,"7",LEUVEN,,,,,,,,,
"1667","1667","1",STUDIEGEBIED,"24020",24020 DIEST,"7",LEUVEN,,,,,,,,,
"1668","1668","1",STUDIEGEBIED,"24020",24020 DIEST,"7",LEUVEN,,,,,,,,,
"1669","1669","1",STUDIEGEBIED,"24020",24020 DIEST,"7",LEUVEN,,,,,,,,,
"1670","1670","1",STUDIEGEBIED,"24020",24020 DIEST,"7",LEUVEN,,,,,,,,,
"1671","1671","1",STUDIEGEBIED,"24020",24020 DIEST,"7",LEUVEN,,,,,,,,,
"1672","1672","1",STUDIEGEBIED,"24020",24020 DIEST,"7",LEUVEN,,,,,,,,,
"1673","1673","1",STUDIEGEBIED,"24020",24020 DIEST,"7",LEUVEN,,,,,,,,,
"1674","1674","1",STUDIEGEBIED,"24020",24020 DIEST,"7",LEUVEN,,,,,,,,,
"1675","1675","1",STUDIEGEBIED,"24020",24020 DIEST,"7",LEUVEN,,,,,,,,,
"1676","1676","1",STUDIEGEBIED,"24020",24020 DIEST,"7",LEUVEN,,,,,,,,,
"1677","1677","1",STUDIEGEBIED,"24020",24020 DIEST,"7",LEUVEN,,,,,,,,,
"1678","1678","1",STUDIEGEBIED,"24020",24020 DIEST,"7",LEUVEN,,,,,,,,,
"1679","1679","1",STUDIEGEBIED,"24020",24020 DIEST,"7",LEUVEN,,,,,,,,,
"1680","1680","1",STUDIEGEBIED,"24020",24020 DIEST,"7",LEUVEN,,,,,,,,,
"1681","1681","1",STUDIEGEBIED,"24020",24020 DIEST,"7",LEUVEN,,,,,,,,,
"1682","1682","1",STUDIEGEBIED,"24020",24020 DIEST,"7",LEUVEN,,,,,,,,,
"1683","1683","1",STUDIEGEBIED,"24020",24020 DIEST,"7",LEUVEN,,,,,,,,,
"1684","1684","1",STUDIEGEBIED,"24028",24028 GEETBETS,"7",LEUVEN,,,,,,,,,
"1685","1685","1",STUDIEGEBIED,"24028",24028 GEETBETS,"7",LEUVEN,,,,,,,,,
"1686","1686","1",STUDIEGEBIED,"24028",24028 GEETBETS,"7",LEUVEN,,,,,,,,,
"1687","1687","1",STUDIEGEBIED,"24028",24028 GEETBETS,"7",LEUVEN,,,,,,,,,
"1688","1688","1",STUDIEGEBIED,"24028",24028 GEETBETS,"7",LEUVEN,,,,,,,,,
"1689","1689","1",STUDIEGEBIED,"24028",24028 GEETBETS,"7",LEUVEN,,,,,,,,,
"1690","1690","1",STUDIEGEBIED,"24028",24028 GEETBETS,"7",LEUVEN,,,,,,,,,
"1691","1691","1",STUDIEGEBIED,"24028",24028 GEETBETS,"7",LEUVEN,,,,,,,,,
"1692","1692","1",STUDIEGEBIED,"24028",24028 GEETBETS,"7",LEUVEN,,,,,,,,,
"1693","1693","1",STUDIEGEBIED,"24028",24028 GEETBETS,"7",LEUVEN,,,,,,,,,
"1694","1694","1",STUDIEGEBIED,"24028",24028 GEETBETS,"7",LEUVEN,,,,,,,,,
"1695","1695","1",STUDIEGEBIED,"24033",24033 HAACHT,"7",LEUVEN,,,,,,,,,
"1696","1696","1",STUDIEGEBIED,"24033",24033 HAACHT,"7",LEUVEN,,,,,,,,,
"1697","1697","1",STUDIEGEBIED,"24033",24033 HAACHT,"7",LEUVEN,,,,,,,,,
"1698","1698","1",STUDIEGEBIED,"24033",24033 HAACHT,"7",LEUVEN,,,,,,,,,
"1699","1699","1",STUDIEGEBIED,"24033",24033 HAACHT,"7",LEUVEN,,,,,,,,,
"1700","1700","1",STUDIEGEBIED,"24033",24033 HAACHT,"7",LEUVEN,,,,,,,,,
"1701","1701","1",STUDIEGEBIED,"24033",24033 HAACHT,"7",LEUVEN,,,,,,,,,
"1702","1702","1",STUDIEGEBIED,"24033",24033 HAACHT,"7",LEUVEN,,,,,,,,,
"1703","1703","1",STUDIEGEBIED,"24033",24033 HAACHT,"7",LEUVEN,,,,,,,,,
"1704","1704","1",STUDIEGEBIED,"24033",24033 HAACHT,"7",LEUVEN,,,,,,,,,
"1705","1705","1",STUDIEGEBIED,"24033",24033 HAACHT,"7",LEUVEN,,,,,,,,,
"1706","1706","1",STUDIEGEBIED,"24033",24033 HAACHT,"7",LEUVEN,,,,,,,,,
"1707","1707","1",STUDIEGEBIED,"24033",24033 HAACHT,"7",LEUVEN,,,,,,,,,
"1708","1708","1",STUDIEGEBIED,"24033",24033 HAACHT,"7",LEUVEN,,,,,,,,,
"1709","1709","1",STUDIEGEBIED,"24033",24033 HAACHT,"7",LEUVEN,,,,,,,,,
"1710","1710","1",STUDIEGEBIED,"24033",24033 HAACHT,"7",LEUVEN,,,,,,,,,
"1711","1711","1",STUDIEGEBIED,"24033",24033 HAACHT,"7",LEUVEN,,,,,,,,,
"1712","1712","1",STUDIEGEBIED,"24033",24033 HAACHT,"7",LEUVEN,,,,,,,,,
"1713","1713","1",STUDIEGEBIED,"24033",24033 HAACHT,"7",LEUVEN,,,,,,,,,
"1714","1714","1",STUDIEGEBIED,"24033",24033 HAACHT,"7",LEUVEN,,,,,,,,,
"1715","1715","1",STUDIEGEBIED,"24038",24038 HERENT,"7",LEUVEN,,,,,,,,,
"1716","1716","1",STUDIEGEBIED,"24038",24038 HERENT,"7",LEUVEN,,,,,,,,,
"1717","1717","1",STUDIEGEBIED,"24038",24038 HERENT,"7",LEUVEN,,,,,,,,,
"1718","1718","1",STUDIEGEBIED,"24038",24038 HERENT,"7",LEUVEN,,,,,,,,,
"1719","1719","1",STUDIEGEBIED,"24038",24038 HERENT,"7",LEUVEN,,,,,,,,,
"1720","1720","1",STUDIEGEBIED,"24038",24038 HERENT,"7",LEUVEN,,,,,,,,,
"1721","1721","1",STUDIEGEBIED,"24038",24038 HERENT,"7",LEUVEN,,,,,,,,,
"1722","1722","1",STUDIEGEBIED,"24038",24038 HERENT,"7",LEUVEN,,,,,,,,,
"1723","1723","1",STUDIEGEBIED,"24038",24038 HERENT,"7",LEUVEN,,,,,,,,,
"1724","1724","1",STUDIEGEBIED,"24038",24038 HERENT,"7",LEUVEN,,,,,,,,,
"1725","1725","1",STUDIEGEBIED,"24038",24038 HERENT,"7",LEUVEN,,,,,,,,,
"1726","1726","1",STUDIEGEBIED,"24038",24038 HERENT,"7",LEUVEN,,,,,,,,,
"1727","1727","1",STUDIEGEBIED,"24038",24038 HERENT,"7",LEUVEN,,,,,,,,,
"1728","1728","1",STUDIEGEBIED,"24038",24038 HERENT,"7",LEUVEN,,,,,,,,,
"1729","1729","1",STUDIEGEBIED,"24038",24038 HERENT,"7",LEUVEN,,,,,,,,,
"1730","1730","1",STUDIEGEBIED,"24038",24038 HERENT,"7",LEUVEN,,,,,,,,,
"1731","1731","1",STUDIEGEBIED,"24038",24038 HERENT,"7",LEUVEN,,,,,,,,,
"1732","1732","1",STUDIEGEBIED,"24038",24038 HERENT,"7",LEUVEN,,,,,,,,,
"1733","1733","1",STUDIEGEBIED,"24038",24038 HERENT,"7",LEUVEN,,,,,,,,,
"1734","1734","1",STUDIEGEBIED,"24038",24038 HERENT,"7",LEUVEN,,,,,,,,,
"1735","1735","1",STUDIEGEBIED,"24038",24038 HERENT,"7",LEUVEN,,,,,,,,,
"1736","1736","1",STUDIEGEBIED,"24038",24038 HERENT,"7",LEUVEN,,,,,,,,,
"1737","1737","1",STUDIEGEBIED,"24038",24038 HERENT,"7",LEUVEN,,,,,,,,,
"1738","1738","1",STUDIEGEBIED,"24038",24038 HERENT,"7",LEUVEN,,,,,,,,,
"1739","1739","1",STUDIEGEBIED,"24038",24038 HERENT,"7",LEUVEN,,,,,,,,,
"1740","1740","1",STUDIEGEBIED,"24041",24041 HOEGAARDEN,"7",LEUVEN,,,,,,,,,
"1741","1741","1",STUDIEGEBIED,"24041",24041 HOEGAARDEN,"7",LEUVEN,,,,,,,,,
"1742","1742","1",STUDIEGEBIED,"24041",24041 HOEGAARDEN,"7",LEUVEN,,,,,,,,,
"1743","1743","1",STUDIEGEBIED,"24041",24041 HOEGAARDEN,"7",LEUVEN,,,,,,,,,
"1744","1744","1",STUDIEGEBIED,"24041",24041 HOEGAARDEN,"7",LEUVEN,,,,,,,,,
"1745","1745","1",STUDIEGEBIED,"24041",24041 HOEGAARDEN,"7",LEUVEN,,,,,,,,,
"1746","1746","1",STUDIEGEBIED,"24041",24041 HOEGAARDEN,"7",LEUVEN,,,,,,,,,
"1747","1747","1",STUDIEGEBIED,"24043",24043 HOLSBEEK,"7",LEUVEN,,,,,,,,,
"1748","1748","1",STUDIEGEBIED,"24043",24043 HOLSBEEK,"7",LEUVEN,,,,,,,,,
"1749","1749","1",STUDIEGEBIED,"24043",24043 HOLSBEEK,"7",LEUVEN,,,,,,,,,
"1750","1750","1",STUDIEGEBIED,"24043",24043 HOLSBEEK,"7",LEUVEN,,,,,,,,,
"1751","1751","1",STUDIEGEBIED,"24043",24043 HOLSBEEK,"7",LEUVEN,,,,,,,,,
"1752","1752","1",STUDIEGEBIED,"24043",24043 HOLSBEEK,"7",LEUVEN,,,,,,,,,
"1753","1753","1",STUDIEGEBIED,"24043",24043 HOLSBEEK,"7",LEUVEN,,,,,,,,,
